content,label,at                       
"Semakin di update semakin jelek, sedikit sedikit muncul ""tidak dapat di proses""... Tolong diperbaiki lah.. Mau bayar bpjs di ATM, cuma mau liat VA di app saja eror, gimane sih.. Ntar lambat bayarnya masalah, giliran mau bayar tepat waktu malah gitu... Tolonglah...",-1,43932.08472
Aplikasinya masa tidak bisa dibuka trs. Segini wifi kenceng bisa buka youtube lancar lah buka aplikasi jkn susah amat ya. Hadeeeuuuh tolong dong,-1,43932.08542
Agak lelet,1,43932.08611
Sangat banyak membantu,1,43932.08611
Saya kesulitan untuk daftar pengguna baru bpjs kesehatan ..selalu muncul..tidak dapat diproses . cobalah beberapa saat lagi.. tolong perbaiki lagi aplikasi nya,-1,43932.08611
Aplikasi tiap hari update  aplikasi pemerintah kok seperti gini  tidak mutu  lemot  ribet,-1,43932.08819
Parahhh bat  lemot cek status jugas,-1,43932.09028
Aplikasi nya payah. Selalu muncul dicoba kembali terus. Niat tidak sih bikin aplikasi.,-1,43932.09236
Pusing lah aplikasi nya selalu minta update tiap di buka,-1,43932.09306
Ini lagi eror atau gimana si? Kok mau daftar dari kemarin tidak bisa2,-1,43932.09375
Memudahkan transaksi,1,43932.09514
lama banget donlotnya,-1,43932.09722
Mantap,1,43932.09792
Sllu minta update tiap kali buka. Ntahlah apa yang diupdate. Pdhl eror2 muluk juga. tidak jelas.,-1,43932.1
Mau daftar  data nik/ nomor ktp tidak ada. Padahal udah penyelarasan ke disdukcapil. pakai whasaap chika juga tidak bisa. gimana ini caranya.. Buat aplikasi cuma nampilin data doang ma tidak perlu aplikasi.. Cukup web saja.,-1,43932.10139
Good,1,43932.10139
BPJS semakin maju dan kekinian. Sangat bagus. Berhak mndapat bintang 5. Sangat mnolong.,1,43932.10278
Menyebalkan... nomor verifikasi tidak masuk?² ke email padahal tidak ada yang salah pd email saya  lihat di spam juga tidak ada šŸ™„ padahal mau cetak kartu nya krn malas mau langsung ke kantor bpjs  lumayan jauh dr rumah,-1,43932.10417
Gak bisa goblok,-1,43932.10625
Tiap kali mau buka aplikasi ini selalu disuruh upgrade terus  kalau tidak di upgrade tidak bisa dibuka. Hadeehhh payah,-1,43932.10625
"Ternyata bukan cuma satu orang yang mengalami aplikasi berat di server. Sebelum update versi, tolong di testing dulu servernya jangan cuma sering update versi tapi server lemah. aplikasi layanan tapi kaya gini. Terus apa yang mau di layani ? Masuk aplikasi aja selalu muncul report ""transaksi belum dapat di proses""",-1,43932.10833
Aplikasi Rusak Ini. Capek banget saya mau bikin BPJS aja,-1,43932.11181
Gimana sih ini aplikasi datang langsung ke Disdukcapil tidak dilayani harus online pas nyoba aplikasi ini kenapa NIK tidak terdaftar coba dong di perbaiki lagi.,-1,43932.11319
Aplikasi goblok mau di pakai loding terus,-1,43932.11319
Ok,1,43932.11458
Susah di bukak  setiap login di suruh upde terus  terus gimana cara makek kalau kyak gini,-1,43932.11806
Parah..,-1,43932.11875
Ok,1,43932.11875
aplikasi eror tidak bisa terpakai  mana ad pembaruan,-1,43932.12014
Di kk atau ktp bpjs tanggal lahir sama semua. tapi pas mau liat di aplikasi katanya tanggal lahir tidak terdaftar maksudnya gimana ya,-1,43932.12014
Paraah,-1,43932.12014
Aplikasinya perlu di update terus. Giliran udah di update  malah trouble terus. Update aja terus  trouble masih aja berlanjut. Tolong diperbaiki sistemnya biar tidak trouble terus  jangan cuma suruh update aja terus. Tolong jangan mempersulit pengguna  aplikasi ini ada untuk mempermudah terkait BPJS Kesehatan kan? Bukan malah mempersulit seperti ini. Tolong keluhan-keluhan kami ini ditanggapi  jangan cuma dianggap angin lalu aja. Kami butuh kejelasan yang pasti dari pihak BPJS. Terima kasih,-1,43932.12083
Sinyal udah bagus  udah coba pakai wifi juga tapi selalu loading lama terus tidak bisa buka apa apa. Aplikasi bobrok bukannya mempermudah malah nyusahin,-1,43932.12153
Oke bagus membantu sekali,1,43932.12431
Tidak bisa log in. Keterangan ny tidak dapat di proses. Dminta coba lg  tapi msh tidak bisa log in.,-1,43932.12431
lemotttt parah aplikasinya eror bae...daftar aja susah,-1,43932.125
Saya turunkan ratingnya. Setelah di update malah eror. Harusnya tambah bagus. Tolong segera diperbarui. Kami mau melakukan perubahan data jadi terkendala. terima kasih,-1,43932.12639
JANGANKAN MAU LIAT FITURnya  MAU LOGIN AJA SUSAH PAYAH. KEBURU MATI DULUAN. MAU DAFTAR KATANYA udah TERDAFTAR DI SISTEM  SILAHKAN LOGIN  GILIRAN MAU LOGIN MALAH tidak ADA REAKSI!! APLIKASI tidak JELAS.,-1,43932.12708
Kenapa tidak bisa login admiiiinnnnnnnnnn? Saya mau cetak kartu ini kalau kekantornya jauh dari tempat tinggal saya. Solusi min,-1,43932.12778
Proses register terhambat karena sistem  aplikasi kurang user friendly,-1,43932.12917
Apakah aplikasi layanan tersebut beroprasi di jam dan hari hari tertentu ? Mohon untuk membantu masyarakat biasa seperti kami  terima kasih,-1,43932.13056
Seburuk-buruknya aplikasi  ini yang paling payah.,-1,43932.13056
Bejs kesehatqn saya ko tidak aktif,-1,43932.13194
Bintang satu  tidak guna  udah di update malah gabisa login  mana captcha nya tidak kelihatan sama sekali,-1,43932.13194
Biji,-1,43932.13264
perbaiki bug nya lah  mau check info gal bisa šŸ‘?,-1,43932.13264
Aplikasi murahan dan remehan roti aj..... Di update selalu muter2 tidak bisa diinstal..... Peeusahan bonafit aplikasinya tidak bonafit blas....,-1,43932.13264
mantappp,1,43932.13403
Kenapa habis di update jadi tidak bisa login!?,-1,43932.13472
Aplikasi sampa*,-1,43932.13542
Saya mau daftar sesuai kartu bpjsa malah tidak bisa katanya tidak sesuai tanggal lahirnya cape deh,-1,43932.13542
Efisien waktu dan tenaga. Sangat bermanfaat sekali buat yang tidak sempat ke kantor bpjs,1,43932.13611
Aplikasi sampah. Upgrade terus,-1,43932.13681
Ngahesekeun goblogšŸ‘?šŸ‘?šŸ‘?šŸ‘?,-1,43932.13681
Aplikasi eror!! Habisin kuotaku aja!!,-1,43932.13681
aplikasi setiap kita buka selalu update kalau tidak di update tidak bisa ke buka.,-1,43932.1375
bukan nya mempermudah pelayanan tapi mempersulit pelayanan.cukup sekian dan terima kasih.,-1,43932.1375
Aplikasi lemot,-1,43932.1375
jangan lumot dong,1,43932.1375
Disuruh update aplikasinya dan setelah diupdate aplikasinya malah tidak bisa jalan/proses....bagaimana ini?,-1,43932.13819
Payah ketika dah diupdate malah loading mulu tidak bisa diakses padahal jaringan dah pakai wifi super kenceng,-1,43932.13819
aplikasi paling paraah  eror terus katanya disuruh via aplikasi tapi aplikasinya eror terus   tolong yang buat app di cari yang bisa dong jangan asal2an !!!,-1,43932.13889
aplikasinya masih perlu pembenahan.. sudah daftar  lalu masuk keterangannya password salah. padahal password nya sama dg yang di daftarin. saya coba lupa password malah keterangannya akun belum aktif.. bagaiamana ini solusinya  ??,-1,43932.13958
Arep register angelll ...email wes Benerrr...pelayanan kyokkkk blegedes.arep daftar ke kok angelll,-1,43932.13958
Tolong lah perbaiki sistemnya  masa setiap pagi sampe sore tidak bisa login. Saya pakai aplikasi ini karena ke kantor cabang di sarankan semua serba online. Tapi setelah download aplikasi ini bukanya dipermudah malah di persulit.,-1,43932.14097
Sya tidak bisa bikin bpjs,-1,43932.14097
GA BISA BUKA APA APA WOY. MAU BUKA KARTU tidak BISA APA APA tidak BISA UDAH DI UPDATE MASI KAYA GT JUGA APLIKASI APA INI WOY . saya BPJS ITU BAYAR tidak GRATIS PELAYANAN KOK KAYA TAI,-1,43932.14236
Bagus,1,43932.14583
Saya beri bintang 1 apliksi nya terllu lemot bagaimana mau check2,-1,43932.14583
Sangat membantu,1,43932.14583
Good,1,43932.14653
Aplikasi bagus simple mudah,1,43932.14861
Update terus. Makin kurang mutunya...,-1,43932.14931
Sudah update tapi aplikasi nya tetap tidak berfungsi alias setiap klik beberapa menu selalu tidak ada respon.,-1,43932.15
Mau bayar iyuran tidak bisa di akses  nnti klw tidak di bayar kalian salahkan pelanggan. Hapus saja sudah aplikasinya  kami bayar secara manual ke kantor juga bisa  klwd bolehkn sprti bpjs ketenagakerjaan,-1,43932.15069
Lebih baik tidak usah di buat aplikasinya saat perlu tidak bisa di akses,-1,43932.15139
daftar dan aktivasi tidak ada yang bisa,-1,43932.15139
Sangat memuaskan,1,43932.15139
Susah buka aplikasi,-1,43932.15139
Aplikasi ribet Mau cetak e-kartu aja ribet. setiap kartu harus beda email dan nomor telephon. Masa iya anak balita harus memiliki email. Bayangkan jika satu KK ada empat orang berarti harus punya empat email dan empat nomor hape ?œ´,-1,43932.15417
Mau login dan daftar ribet. Internet sudah kenceng,-1,43932.15486
Sanga membantu,1,43932.15556
mohon maaf  buruk sekali. saya sudah update sesuai request tapi setiap mau log in tidak pernah berhasil. sekedar masukan tidak perlu fitur banyak asal accessable saja sudah ckp. Trmksh,-1,43932.15764
Nice,1,43932.15833
Camkohs,1,43932.15833
Selalu minya update tidak jelas,-1,43932.16042
Luar Biasa,1,43932.16042
Kenapa selalu hampir tiap buka aplikasi di minta update memory perangkat hbs cm buat update trs tolong diperbaiki lah,-1,43932.16042
Ok,1,43932.16111
Nah itu bener mulai awal nopember jadi transaksi tidak dapat dilakukan..... kalau mau ajak masyarakat untuk ikut serta perbaiki sistem BPJS yang selama ini rusak or defisit tlg diperbaiki juga sistem informasi dan pelayanan jangan jadikan kami hanya sebagai konsumen tapi mitra untuk kesehatan Indonesia yang lebih baik.....,-1,43932.16111
Ok,1,43932.16597
bapak ibu staff bpjs yang terhormat  buka aplikasi jkn minta update  selesai update menu catatan pembayaran kok tidak ada  ini bagaimana  kok setelah update malah menu catatan pembayaran hilang  tolong responnya  makasih,-1,43932.16597
Sudah saya perbaharui tapi msh belum saya temukan fitur notifikasi penonaktifan peserta...,-1,43932.16667
Aplikasi paling buruk susah di akses,-1,43932.16806
Sangat buruk. Tidak berfungsi,-1,43932.16806
Aplikasi apaan ini Minta keluar sendiri terus,-1,43932.16806
Ini gimana sih kog malah jadi tidak bisa di akses  tolong dong segera di perbaiki dan di followup jangan diam saja kami ini bayar setiap bln nya dan kami ini ingin ngecek faskes dan klinik terdekat giliran udah di ikutin malah kaya gini Tidak Bertanggung jawab......??!!!,-1,43932.16944
Gak pernah buka sekalinya buka selalu suruh upded....dikit2 updet...payah lah,-1,43932.17014
Aplikasi jadi eror semenjak akhir oktober 2020 sampai awal november,-1,43932.17153
Aplikasi terburuk yang pernah ada... terlalu sering update...kadang tidak memungkinkan saat kondisi darurat...dan update yang terbaru parah banget...padahal nomer lartu sudah terdaftar  tapi tidak bisa log in...muncul notif kartu belum terdaftar... giliran melakukan pendaftaran  muncul notif nomor Anda sudah terdaftar disuruh log in...gitu aja terus ampe corona ilang dari muka bumi...gimana ada solisinya pihak bpjs kesehatan??,-1,43932.17222
Ok,1,43932.17292
Aplikasi yang sangat membantu dan sangat bermanfaat,1,43932.17361
Fitur sulit lupa password setahun Email yang di didaftarkan  kg bisa di gunakan Mohon di perbaiki lgi jng mm persulit bila lupa password kalau emai yang didaftarkan msi aktif dan ingat Setan šŸ‘¹šŸ˜ˆ   pas mau di pakai tidak bisa gunakan Rubah data  harus k kntor bpjsjkn Setan alas,-1,43932.17431
Lemott paraah,-1,43932.175
aplikasi bangsat!!,-1,43932.17569
Bukan nya memudahkan malah bikin susah,-1,43932.17708
ne yang bikin aplikasi masih hidup tidak ya......,-1,43932.17778
Pengennya bintang ?½  tapi tidak bisa Hahahaha IAT USA,-1,43932.17847
Ok,1,43932.17986
Login eror Daftar ulang eror Gimana ini,-1,43932.17986
Bagus dn membantu,1,43932.18333
Apik,1,43932.18403
Agak susah di bukanya,1,43932.18472
kurang puas lelet,-1,43932.1875
Sudah dibayar via indomart tanggal 3 kemarin tapi kok masih ada tagihan di mobile JKN ya,-1,43932.1875
Hati2 yang menggunakan kartu BPJS pembayaran melalui rekening bank... Karena uang kalian terpotong bukan untuk biaya BPJS kalian. Tapi masuk kedalam perut pihak BPJS yang memotong dari rekening bank ny. Saya korban salah satu nya....uang di rekening saya sudah terpotong 400rbu  tapi kartu BPJS saya di nonaktifkan dan tidak bisa digunakan... Jadi uang ituuu kemanaaaaa???? tidak mungkin kan di ambil sama tuyul bank????.... Haizzzz yang wajar2 saja la kalau mau bantu masyarakat...,-1,43932.1875
eror terus,-1,43932.18819
kenapa harus slalu di update?? Kalau tidak di update tidak bisa dbuka,-1,43932.19028
Maksudnya apa si ini untuk login aja tidak bisa mo coba login kartu belum terdaftar tapi saat udah registrasi kartu ada tulisan kartu sudah terdaftar tapi saat mau login muncul tulisan kartu blom terdaftar maksudnya apa coba udah ku ulang berulang ulang masih aja sama tolong dong di perbaiki lagi jujur kecewa di upgrade ko malah bikin susah,-1,43932.19028
Bagus,1,43932.19097
Apa apaan ini sekelas negara ko susah mau buka aplikasi aja..pelayanannya buruk,-1,43932.19167
Good,1,43932.19444
Aplikasi yang tak layak ini. Dibuka tak bisa2 dan selalu bermasalah,-1,43932.19722
Ok  membantu  tapi loadingnya lama,1,43932.19722
eror SETIAP HARI  MEMPERSULIT  MENGURUS BPJS TIDAK DILAYANI DI KANTORNYA DIkarenaKAN COVID DISURUH ONLINE APLIKASINYA eror MAKSUDNYA APA COBA ?,-1,43932.19792
Langsung ku hapus apps ini tidak niat banget,-1,43932.19861
ok,1,43932.2
Baik,1,43932.20069
Oke,1,43932.20278
Kesel le ng update jum  mosok saben mbuka aplikasi kudu ng update weleh weleh,-1,43932.20556
Ganti saja developer app nya busuk banget kualitas aplikasinya ! Ini menyangkut keselamatan jiwa banyak orang !,-1,43932.20694
Mantap,1,43932.20764
Aplikasinya sgt membantu ,1,43932.21042
Tidak mudah digunakan aplikasi ini,-1,43932.21181
Aplikasi tidak berbobot hapus aja kalau tidak niat lemot eror gangguan pindah faskes malah eror  tolong perbaharui,-1,43932.21319
Aplikasi tidak jelas,-1,43932.21319
Memudahkan sekali untuk saya yang kadang mau memantau BPJS.ini aplikasi yang berguna buat rakyat yang ingin tau lebih banyak tentang BPJS.,1,43932.21389
Gathel,1,43932.21597
Mau daftar via website belum bisa  disuruh via aplikasi udah isi pulsa eh katanya NIK tidak terdaftar..... Saya kan mau daftar  malah belum terdaftar gimana maksudnya itu .. Kalau perlu -100 * saya berikan pada aplikasi ini tidak bermutu,-1,43932.21806
aplikasi tidak pernah dipakai tapi minta di update terus,-1,43932.22014
Makin update makin buruk operasional aplikasinya,-1,43932.22222
Aplikasi yang sangat tidak siap dan sangat buruk  sekelas aplikasi dri pemerintah malah kualitas nya sangat buruk šŸ‘?  kalau tidak siap sebaiknya aplikasi ini jugan di luncurkan dlu,-1,43932.22569
Bagus,1,43932.22639
cepat & mudah,1,43932.22708
Aplikasi lemot,-1,43932.22708
Saya kurang puas .. Apa data saya atau gimana saya juga tidak tau Setiap mau daftar pasti gagal Pasti muncul notifikasi tanggal lahir tidak sesuai dengan data .. Padahal sudah benar semua sampai coba berkali kali Sudah habis banyak pulsa masih juga tidak bisa .. Terlalu dipersulit,-1,43932.23056
Makin kesini makin buruk pelayanan  kenapa mau login gabisa2  dicoba lupa passwrd gabisa juga padahal email sudah benar,-1,43932.23264
Berguna,1,43932.23472
Aplikasi kok update terus   tapi tidak ada perbaikan Kalau mau di update tolong juga di lengkapi data keluarga dalam satu KK Meskipun terdiri dari mandiri dan PBI,-1,43932.23611
Aplikasi apa ini. Kok tidak bisa login lagi. Bpjs bukan tolong menolong antar sesama rakyat indonesia. Tapi menodong dengan paksa rakyat sendiri.untuk mempertebal kantong para pejabat bpjs. Coba aja cek berapa gaji pejabat bpjs. Kita sakit susahnya minta ampun ngurusnya. Yang sakit juga dibatasi biayanya. Sisanya bayar sendere...bukannya kita sakit sudah ditolong biayanya sama rakyat indoneaia yang sudah bayar iuran bukan negara yang bayar.kok dibatasi.di indonesia dimana pejabat yang miskin...cari.,-1,43932.23611
semakin memburuk,-1,43932.24028
Untuk sementara satu dulu karena pergantian dokter saya belum bisa,-1,43932.24097
Udah punya kartu kis mau login kok tanggal lahir salah  langsung ke bpjs juga tidak di layani tadi  suruh daftar online tapi tidak jelas,-1,43932.24167
Kntol mau register kg bisa?² data sudah sesuai sama yang di BPJS. Eh giliran register lagi malah tiba?² nomor sudah digunakan APLIKASI KONTOL,-1,43932.24375
Mantap,1,43932.24375
APLIKASI ANJING LOGIN GAGAL CUMA MUTER2 DOANG tidak JELAS TRANSAKSI TIDAK DAPAT DIPROSES TRANSAKSI TIDAK DAPAT DIPROSES TAI LAHHH,-1,43932.24583
Niat pa kagak bikin apps mau cek riwayat pembayaran aja susahnya minta ampun  di perbaiki bisa tidak menyusahkan amat ,-1,43932.24583
Jelek aplikasinya,-1,43932.24861
Abis update susah diakses   jadi gagal truz pindah faskes,-1,43932.24861
Setelah update malah tidak bisa dipake ,-1,43932.25
Aplikasi tidak bermutu abal abal...tiap pilih kategori yang ad di aplikasi jawaban nya layanan tidak dapat di proses...orang IT yang bikin aplikasi cuma asal asalan..saya sarankan lebih baik aplikasi nya di blokir dari karena aliksi nya tidak bermutu dan tidak bisa digunakan dgan layak,-1,43932.25069
Abis diupdate tidak bisa dibuka..erorrrrrrr,-1,43932.25139
OI NIAT BIKIN APLIKASI tidak SIH ? UDAH KEBIJAKAN GAJELAS BIKIN APLIKASI GAJELAS .. TOLOL,-1,43932.25347
lemot,-1,43932.25347
Payah peng aktifasian akun susah  udah seminggu gagal terus payah šŸ‘?,-1,43932.25556
Aplikasi tidak jelas  kalau belum siap dipakek untuk masyarakat enak dihapus aja ini aplikasi!,-1,43932.25625
Masa setiap bulan update terus,-1,43932.25764
Sangat membantu.,-1,43932.25764
šŸ‘¨šŸ‘¨,1,43932.25903
Ya amazing,-1,43932.26111
Mantap,1,43932.26389
Lelet donk,-1,43932.26389
Sangat buruk..!!! Setelah banyak komplainan dari para pengguna  tapi tetap saja tidak ada perbaikan dr vendor nya.,-1,43932.26389
Gangguan melulu.... Mau update data saja susah  nelpon callcenter suruh wa... sudah wa tidak di bales... Aplikasi apaan ginišŸ˜ šŸ‘?šŸ‘?šŸ‘?šŸ‘?,-1,43932.26458
Aplikasi super gagal  tidak diupdate aplikasi langsung keluar..dimana kelebihannya ini aplikasi ?????? šŸ˜• tiada hari tanpa update...BPJS Kesehatan selalu berupaya untuk memberikan pelayanan yang terbaik bagi peserta  salah satunya yaitu update aplikasi..šŸ˜•,-1,43932.26875
Jadi bisa mengetahui aktif tidaknya kis saya,1,43932.26944
Aplikasi marai emosi,-1,43932.27014
Aplikasi buruk  tolong dong diperbaiki.,-1,43932.27083
Aplikasinya sangat membantu,1,43932.27361
aplikasi opo..... iki šŸ˜? Lemot puo....l,-1,43932.27431
Buat pengembang aplikasi JKN  malu bang makan uang tapi karya aplikasinya tidak manfaat  kalau skipnya masih nyonyek2 jangan bikin aplikasi  malu sama title atau gelar nya  ngaku PRO  karya aplikasinya NGENGEK bang (Telek BABI šŸ—šŸ—),-1,43932.27431
Anda meminta kami membayar iuran tepat pada waktunya  tapi kenapa juga Anda memaksa kami update aplikasi dan log. Terus menerus. Kami tidak tau apa yang terjadi disana  sehingga aplikasi kelas Negara Republik Indonesia seperti ini.,-1,43932.27639
Kurang membantu,-1,43932.27639
Mau daftar kok susah... Gimana dengan pelayanan ke depannya ini???,-1,43932.27778
Sangat membantu sekali,1,43932.27778
Aplikasi dari pemerintah kok kaya gini  tidak niat bikin aplikasi.,-1,43932.27847
Tambah ruwet koyok taek,-1,43932.28056
kenapa tidak bisa mendaftar online ? Ini aplikasi buat apa ?? tidak guna tau tidak !!! Di suruh ke kantor lah di suruh telfon costumer servis lah. Memang Indonesia tidak bakalan maju kalau begini. Entar juga yang balas bot,-1,43932.28333
Aplikasi tidak bisa di gunakan.....,-1,43932.28403
Di update malah tidak bisa buat apa apa  selalu transaksi belum dapat di proses terus,-1,43932.28542
Ga bisa login bagaimna ini captha y tidak muncul,-1,43932.2875
Parah pelayananya,-1,43932.28958
šŸ˜¸,-1,43932.29236
Download berkali kali  tapi kok tidak bisa dibuka ini kenapa?,-1,43932.29375
Bagus sangat membantu di saat pandemi seperti ini,1,43932.29583
buat masuknya aja lama banget. kalau emang tidak bisa nyediain aplikasi yang mendukung ya mendingan tidak usah.,-1,43932.29722
Aplikasi yang harusnya mempermudah malah mempersulit. Kasihan yang butuh pengobatan segera tapi tidak bisa ditolong  mulai aplikasi yang sering eror  bolak balik keluar  minta update berkali2 dan masalah lainnya. Tambah lagi call center juga openingnya seperti khutbah sholat jumat  woooiii kasihan pulsa yang mepet. Tlg jangan bikin sengsara. kalau niat ngasi kemudahan tlg seefisien dan swefektif mungkin  ini juga uang dari rakyat kan.,-1,43932.29792
Eror terus,-1,43932.30208
Lumayan bagus nie,1,43932.30486
Siip,1,43932.30625
Good,1,43932.30625
Saya mau daftar tidak bisa  muncul teks fitur ini akan kembali di buka pada 4 november 2020 jam 09:00  pdhl jam kan udah lewat dari yang di tentukan,-1,43932.30764
Baik bgt,1,43932.30972
Mantap,1,43932.30972
Registrasi tidak bisa malam hari dan baru bisa jam 9 pagi keesokannya. lalu beda dengan pelayanan offline apa?,-1,43932.31042
eror terus,-1,43932.3125
Ini bagaimana selalu tidak bisa di gunakan aplikasi nya sudah di update Masi tidak bisa,-1,43932.31389
oke,1,43932.31875
Aplikasi masih belum bisa digunakan,-1,43932.32014
Badan pelayanan jaminan kesehatan negara  tapi aplikasinya lemot bangeet  mohon diperbaiki,-1,43932.32361
Payah  setelah diperbaharui data data banyak tidak ditemukan. Cek premi susah  cek ketersediaan kamar susah. Pembaharuinya percuma kalau kek gini namanya. Padahal signal sudah 4G masa semua data tidak ditemukan. Kan aneh. Sorry tak kasih Bintang satu. Kalau sudah baik lagi baru ditambah bintangnya,-1,43932.32708
Nice,1,43932.32847
Bagus,1,43932.32917
Ok,1,43932.32986
Ok,1,43932.32986
Baik,1,43932.33056
Saya mau ganti data  tapi transakti belum bisa di proses  bagaimana ini,-1,43932.33125
Kagak bisa dipakai,-1,43932.33403
aplikasi nya tidak bisa dipakek  tidak guna banget jadinya,-1,43932.33403
Datang kekantor bpjs diarahkan ke whatsup Sangat ribet dan sulit sekali buat ubah data peserta dari perusahaan ke mandiri sudah daftar dan kirim data berkali kali petugas gonta ganti kendala ini itu pada akhirnya masih tidak ada solusi. Baru mau pendaftaran kembali gimana lainnya. Tolonglah diperbaiki layanannya.,-1,43932.33472
Aplikasinya tidak jalan sama sekali  ndk bisa login,-1,43932.33472
Ok,1,43932.33958
Aplikasi sampah,-1,43932.34097
aplikasi tak jelas,-1,43932.34236
Memalukan didanai oleh negara pakaik duit rakyat malah systemnya tidak bekerja dengan baik.,-1,43932.34236
Kenapa selalu disuruh update terus menerus? Tolong diperbaiki ya..,-1,43932.34444
Membantu sangat,1,43932.34792
Bagus,1,43932.35
Bayar tidak boleh telat  giliran sudah mau bayar aplikasi macam tai tidak bisa dibuka.,-1,43932.35069
Alahmdulillah selalu terbantu,1,43932.35069
Ini gmn tidak bisa login  muter2 terus di halaman login  mohon di perbaiki!,-1,43932.35139
Aplikasi rewel harus sering di updatešŸ˜‘,-1,43932.35208
Gangguan terus...šŸ˜?šŸ˜?šŸ˜?,-1,43932.35278
Makin ke sini makin parah MOBILE JKN Setelah Di agred ke yang fersi baru malah tidak bisa LOGIN Parah parah parah,-1,43932.35347
Bagus..bisa membantu warga tanpa harus mengantri,1,43932.35486
Kecewa  masa belum sebulan aja tiap kali minta update terus.. sudah diupdate sering eror juga. kok malah mempersulit ya,-1,43932.35486
"Aplikasi tidak jelas keluar"" sendiri terus,, padahal hp sama ram 8gb main game sekelas pubg aja lancar rata kanan semua aplikasi ginian malah keluar"" sendiri mana mai ngurus ke kantor langsung tidak bisa",-1,43932.35556
Tolong di bales min admin.. Saya sebulan ini bayar iuran masa sampe 2x  saya cek di aplikasi tagihannya masih muncul lagi.. Sebenernya gimana min  trouble atau gimana? Saya ad bukti pembayarannya..,-1,43932.35556
Tak bisa masuk terus  kenapa ya,1,43932.35833
"""transaksi belum dapat di proses, silahkan coba beberapa saat lagi"" developere guyon servere guyon",-1,43932.35972
Cara mudah untuk mendaftar ke rs.,1,43932.36042
Las mau daftar transaksi tidak dapat diproses :v,-1,43932.36111
Ga jadi downloadnya banyak ulasan jeleknya. Dari developer aplikasinya juga tidak ada jawaban atau solusinya. Aplukasinya ABU-ABU.šŸ™¸šŸ˜„,-1,43932.3625
Ok,1,43932.36389
Semakin tidak jls aplikasi ini mau rubah Faskes tingkat pertama slalu gagal terus tidak spt dulu aplikasi ini yang dengan mdh kalau mau melakukan perubahan Faskes tngkat pertama...tlg Admin semakin di update semakin tidak jks aplikasi inišŸ˜­šŸ˜­šŸ˜­šŸ¤•,-1,43932.36389
maaf ya sharus ny juga tidak seperti ini ya pak  da dpakai bolak blik kok asik2 update mlulu.hbis donk pakait pak..sia2 ja jadi ny.bukn ny mnguntung kn mlah merugikn krn hrus update terus..gmn sih ni,-1,43932.36458
Maaf mau bayar tunggakan ajah ribet udah di aplikasi tpi susah bgt bayar langsung tidak boleh mau yah apa sih biyar tambah kali yang nunggak,-1,43932.36528
Sangat membantu,1,43932.36597
Bagaimana login kalau chapta tidak ada?? Tidak muncul??? Karya anak bangsa beginikah?,-1,43932.37083
Aplikasi terburuk yang pernah saya download. Suruh upgrade berulang-ulang tapi kalau login sll gagal dengan alsan yang berbeda-beda. Pleaseeee ini aplikasi rata-rata dipakai masyarakat menengah ke bawah  tolong diperbaiki. Katanya aplikasi ini untuk memudahkan  tapi kenyataannya malah menyulitkan.,-1,43932.37083
Gak guna tidak menyelesaikan masalah   sign in aja susah payah   bukan mempermudah tapi mempersulit  ,-1,43932.37083
Aplikasinya tai.,-1,43932.37222
Setelah di-update malah tidak bisa masuk ke app nya,-1,43932.37292
Aplikasi apa ini..ga jelas,-1,43932.375
Sampahh bangat webnya lemot verifikasi tidak pernah di kirim asssuuu,-1,43932.37639
Aplikasi gaberguna bgt gabisa diakses ngapain sih ada kalau gabisa dipake,-1,43932.37778
Aplikasi tidak guna,-1,43932.37778
Cpatcha eror   padahal sinyal bagus   jadi tidak bisa login     astaghfirullah šŸ™ƒšŸ™ƒšŸ™ƒšŸ™ƒšŸ™ƒšŸ™ƒ,-1,43932.37847
eror,1,43932.37847
Ok,1,43932.38125
Tidak sesuai dengan jadwal dokter. Obat juga yang di berikan tidak sesuai. Tidak di bantu untuk di arahkan ke Poli khusus / mau sekedar ambil darah saja tidak di arahkan ke RS terkait,-1,43932.38194
Kenapa mesti di updated terus aplikasinya,-1,43932.38333
Kode Captcha tidak mau muncul  sudah coba reinstall masih sama. Android 10 Tolong diperbaiki.,-1,43932.38403
3 oktbr 2020 udah diupdate  tgl 11 minta diupdate. keseringan update baru 1 minggu,-1,43932.38403
Very good,1,43932.38472
Sudah banyak complain dr pengguna lain yang cukup mewakili kendala saya  kalau masih belum ada perbaikan juga kelewatan deh managementnya,-1,43932.38958
Sangat buruk,-1,43932.38958
tidak bisa aktifasi akun  selalu silahkan cobalagi nanti  terus terusan,-1,43932.39236
Makin kesini makin bikin emosi aplikasinya  sudah update malah sering eror.. silakan coba beberapa saat lagi... kenapa aplikasi dan layanan dari negeri ku ini selalu lebih baik dari yang di kelola swasta atau asing ya...,-1,43932.39306
Sangat membantu untuk administrasi BPJS,1,43932.39306
Aplikasi tidak guna,-1,43932.39931
Aplikasi anjay... Ribet banget.. apa memang sengaja bikin ribet..,-1,43932.4
gak bisa log in,-1,43932.40833
Udah download tidak bisa di buka.,-1,43932.40833
Kebanyakan eror  diperbaiki lah  jugan ala kadarnya gini. masa tidak dapat diproses terus,-1,43932.40833
massa hampir tiap buka aplikasi harus perbarui aplikasi terus... ,-1,43932.40903
Membatu saya,1,43932.40972
